chinese,english,source,refs_list
48. 此外，在这些主题讨论期间，主要群体继续与专家和代表互动。,"In addition, major groups continued to interact with experts and delegates throughout thematic discussions.",JSON,"['In addition, major groups continued to interact with experts and delegates throughout thematic discussions.']"
这是需要更多国际援助的一个领域。,This is an area that requires greater international assistance.,JSON,['This is an area that requires greater international assistance.']
提供服务者（例如贷款者）向穷人伸出援手并进行接触，以便让后者能够确定自己的优先事项，获得服务并自我监测方案的执行。,"The service providers (i.e., loan-givers) reach out to and engage the poor in a manner that allows the latter to determine their own priorities, receive services and self-monitor programme implementation.",JSON,"['The service providers (i.e., loan-givers) reach out to and engage the poor in a manner that allows the latter to determine their own priorities, receive services and self-monitor programme implementation.']"
介绍决议草案A/C.3/63/L.6,Introduction of draft resolution A/C.3/63/L.6,JSON,['Introduction of draft resolution A/C.3/63/L.6']
东高地高中的同学们 你们都认识吉尔哈利斯,"Yo, East highland, you know GiI Harris.",JSON,"['Yo, East highland, you know GiI Harris.']"
(h) 附件三载列按主要决定因素开列的合资办理活动和组织间措施所需经费增减估计数；,(h) Annex III contains estimated increases or decreases in requirements for jointly financed activities and inter-organizational measures by main determining factor;,JSON,['(h) Annex III contains estimated increases or decreases in requirements for jointly financed activities and inter-organizational measures by main determining factor;']
阿尔弗雷多·丘基瓦拉（秘鲁）,Vice-Chairmen: Majdi Ramadan (Lebanon) Alfredo Chuquihuara (Peru) Olivier Chave (Switzerland),JSON,['Vice-Chairmen: Majdi Ramadan (Lebanon) Alfredo Chuquihuara (Peru) Olivier Chave (Switzerland)']
"几乎所有做出答复的国家都认为,中期战略计划的设计方式有助于使人们更清楚地看到儿童基金会在支持各国发展方面的作用以及相对其它伙伴而言发挥的作用。",Almost all respondents felt that the design of the MTSP helped bring greater clarity to the roles that UNICEF plays in support of national development and in relation to other partners.,JSON,['Almost all respondents felt that the design of the MTSP helped bring greater clarity to the roles that UNICEF plays in support of national development and in relation to other partners.']
5. 加剧的流动限制、人道主义危机和贫困,"Tightened mobility restrictions, humanitarian crisis and poverty",JSON,"['Tightened mobility restrictions, humanitarian crisis and poverty']"
b. 开展提高区域认识的活动，以加深人们对环境监测重要性的认识；,b. Organization of regional awareness-raising activities to deepen the understanding of the value of environmental monitoring;,JSON,['b. Organization of regional awareness-raising activities to deepen the understanding of the value of environmental monitoring;']
某一界碑涉及的问题正在审议过程之中，并不妨碍外地办事处工作人员继续就其他界碑开展工作。,The fact that a question relating to a particular pillar is under consideration shall not prevent the Field Offices staff from continuing work on other pillars.,JSON,['The fact that a question relating to a particular pillar is under consideration shall not prevent the Field Offices staff from continuing work on other pillars.']
这些网络主要利用家庭调查数据。,The networks use primarily household survey data.,JSON,['The networks use primarily household survey data.']
联合国于2006年在日内瓦发表该报告。,The Report was published by the United Nations in Geneva in 2006.,JSON,['The Report was published by the United Nations in Geneva in 2006.']
对异性不够诚实,And wasn't always sincere With members of the opposite sex.,JSON,"[""And wasn't always sincere With members of the opposite sex.""]"
- RDF?,- RDF?,JSON,['- RDF?']
你的头受伤了,Looks like you cut your head.,JSON,['Looks like you cut your head.']
第2节 申请书的内容,Section 2 Content of applications,JSON,['Section 2 Content of applications']
如果被困在自己不喜欢的生活里 我是无法做到的,I can't do that if I'm trapped in a life I don't want.,JSON,"[""I can't do that if I'm trapped in a life I don't want.""]"
议程项目6：方案协调委员会的下次会议,Agenda item 6: Next meeting of the Programme Coordinating Board,JSON,['Agenda item 6: Next meeting of the Programme Coordinating Board']
- 就没有点缺点吗？,Is there anything bad about them?,JSON,['Is there anything bad about them?']
部分是因为受到阿拉伯邻国的敌视以及巴勒斯坦领导人不让步立场的刺激，以色列人的立场开始猛烈地向右转。另一个原因地人口变化：中东犹太人比他们的欧洲人更加发自内心地反对阿拉伯人，而来自俄国的犹太移民则发自内心的反对左倾。此外，正统犹太教徒数量继续突飞猛进。,"Provoked, in part, by Arab neighbors’ hostility and Palestinian leaders’ intransigence, Israel began to turn sharply to the right. This was also the result of demographic changes: Middle Eastern Jews were more viscerally anti-Arab than their European brethren, and Jewish immigrants from Russia were viscerally anti-left.",JSON,"['Provoked, in part, by Arab neighbors’ hostility and Palestinian leaders’ intransigence, Israel began to turn sharply to the right. This was also the result of demographic changes: Middle Eastern Jews were more viscerally anti-Arab than their European brethren, and Jewish immigrants from Russia were viscerally anti-left.']"
另一个重点是地区保健服务的权力下放和一体化。,Another focus is the decentralization and integration of district health services.,JSON,['Another focus is the decentralization and integration of district health services.']
强调以调解方式解决家庭纠纷。 妇女联合会、农民联合会和很多地方非政府组织都积极参与解决家庭问题。,"Much emphasis was placed on the reconciliation approach to family disputes, and the Women's Union, the farmers' union, and many local non-governmental organizations were active in resolving domestic problems and violent incidents had often been prevented, thanks to the efforts of the well-publicized local reconciliation groups.",JSON,"[""Much emphasis was placed on the reconciliation approach to family disputes, and the Women's Union, the farmers' union, and many local non-governmental organizations were active in resolving domestic problems and violent incidents had often been prevented, thanks to the efforts of the well-publicized local reconciliation groups.""]"
我们专题小组讨论了有效解决羞辱和歧视问题面临的障碍。,Our panel discussed obstacles to effectively addressing stigma and discrimination.,JSON,['Our panel discussed obstacles to effectively addressing stigma and discrimination.']
议会制订立法并监测政府的行动（第十四条）。,Parliament legislates and monitors government action (art.,JSON,['Parliament legislates and monitors government action (art.']
不，这是一个美妙的方式.,"No, it's a wonderful way of...",JSON,"[""No, it's a wonderful way of...""]"
水叮当 水叮当 水叮当,"Aqua, Aqua, Aqua!",JSON,"['Aqua, Aqua, Aqua!']"
为可行性研究和鼓励中小企业走向世界而提供贷款和资助等资金和财政激励措施也是有帮助的。,So could financial and fiscal incentives such as loans and support for feasibility studies and for encouraging SMEs to go abroad.,JSON,['So could financial and fiscal incentives such as loans and support for feasibility studies and for encouraging SMEs to go abroad.']
Now.,Now.,JSON,['Now.']
调解司将包括一名D-1职等的首席调解员，两名P-5职等的全职高级调解员，两名一般事务人员（其他职等）。,"The Division will comprise a chief mediator at the D-1 level, two full-time senior mediators at the P-5 level and two General Service (Other level) posts.",JSON,"['The Division will comprise a chief mediator at the D-1 level, two full-time senior mediators at the P-5 level and two General Service (Other level) posts.']"
它就在那里,It came from the castle! It's out there!,JSON,"[""It came from the castle! It's out there!""]"
那孩子到這的時候幾乎死了 是我把他的半輛車從他身體裡取出來 然後他活過來了,"That kid was practically dead when he got here, and I pulled half of his car out of him, so he lived.",JSON,"['That kid was practically dead when he got here, and I pulled half of his car out of him, so he lived.']"
B．生命权、人身自由、安全权和人身致残,"The right to life, liberty, security and physical integrity",JSON,"['The right to life, liberty, security and physical integrity']"
问题5：老年人的心理健康需求,Issue 5: Mental health needs of older persons,JSON,['Issue 5: Mental health needs of older persons']
但无论谁将组成未来政府，他们都应遵循人民赋予的任务，执行《和平协定》，并加快民主化和经济复苏。,"However, regardless of who will form the future Governments, they should be led by the mandate of the people to implement the Peace Agreement and to speed up democratization and economic recovery.",JSON,"['However, regardless of who will form the future Governments, they should be led by the mandate of the people to implement the Peace Agreement and to speed up democratization and economic recovery.']"
例如有医疗或社会需要的人士。,"On, for example, medical or social grounds.",JSON,"['On, for example, medical or social grounds.']"
"56. 促请各国考虑加入国际水道测量组织，敦促各国同该组织一道努力，在全球范围内增加水道测量信息,加强能力建设和技术援助，促进特别是在国际航行地区、港口和内有脆弱或受保护海洋区的水域的航行安全；","Calls upon States to consider becoming members of the International Hydrographic Organization, and urges all States to work with that Organization to increase the coverage of hydrographic information on a global basis to enhance capacity-building and technical assistance and to promote safe navigation, especially in areas used for international navigation, ports and where there are vulnerable or protected marine areas;",JSON,"['Calls upon States to consider becoming members of the International Hydrographic Organization, and urges all States to work with that Organization to increase the coverage of hydrographic information on a global basis to enhance capacity-building and technical assistance and to promote safe navigation, especially in areas used for international navigation, ports and where there are vulnerable or protected marine areas;']"
你们都搞砸了现在,♪ Y'all fucked up now ♪,JSON,"[""♪ Y'all fucked up now ♪""]"
'一旦某天意识到无法成功你会怎么做?,What do you do one day when you realise you can't succeed?,JSON,"[""What do you do one day when you realise you can't succeed?""]"
你又来了，我看不到你的脸,You're doing it again. I can't see your face.,JSON,"[""You're doing it again. I can't see your face.""]"
尽管有所改善，但该地区的性别差距之大依然居世界之首。,"Despite the improvement, that region still has the greatest gender gap in the world.",JSON,"['Despite the improvement, that region still has the greatest gender gap in the world.']"
的确，在国家进入城市化和教育普及的快速发展时代之后，大家庭也在向小家庭转变。,"Indeed, there has been a transformation from the extended family to the nuclear family in the wake of the country's entry into a phase of rapid urbanization and the spread of education.",JSON,"[""Indeed, there has been a transformation from the extended family to the nuclear family in the wake of the country's entry into a phase of rapid urbanization and the spread of education.""]"
死或生 悲剧或喜剧,"Dead or alive, happy or sad.",JSON,"['Dead or alive, happy or sad.']"
奥地利建议加强努力使立法符合男女平等的原则，并制定出人权教育方案，从而提高公民对依据国际人权文书规定所享有权利的认识。,It recommended increasing efforts to bring legislation into line with the principle of equality between women and men and to develop human rights education programmes so as to increase citizens' awareness of their rights under international human rights instruments.,JSON,"[""It recommended increasing efforts to bring legislation into line with the principle of equality between women and men and to develop human rights education programmes so as to increase citizens' awareness of their rights under international human rights instruments.""]"
特别是，已登记的女性选民人数很多，而且她们希望成为积极参与政治进程的一分子，这些对今后来说，都是受欢迎的和令人鼓舞的迹象。,"In particular, the large number of women who have registered and their expectation of becoming a viable part of the political process are both welcome and encouraging signs for the future.",JSON,"['In particular, the large number of women who have registered and their expectation of becoming a viable part of the political process are both welcome and encouraging signs for the future.']"
59. 国际劳工组织总干事胡安·索马维亚主持圆桌会议，并发了言。,"The round table was moderated by Juan Somavía, Director-General of the International Labour Organization, who also made a statement.",JSON,"['The round table was moderated by Juan Somavía, Director-General of the International Labour Organization, who also made a statement.']"
小哥哥，我看你是想多了,"Little buddy, I reckon you think too much",JSON,"['Little buddy, I reckon you think too much']"
因此各位所看到的， 这悬崖，深沟险壑， 是2008年的金融危机。,"So what you see, that precipice, that high precipice with the valley, is the 2008 financial crisis.",JSON,"['So what you see, that precipice, that high precipice with the valley, is the 2008 financial crisis.']"
亡者不能容许活人过去,Who enters my domain? One who will have your allegiance.,JSON,['Who enters my domain? One who will have your allegiance.']
上海——中国的“两会”（每年三月召开的一年一度的全国人民代表大会和中国人民政治协商会议）一直吸引着全球的目光。但今年的两会似乎尤为重要，这不仅因为国家领导人换届，也因为中国的经济增长放缓提出了深化改革的要求。那么，中国的新任领导人该作何对策？,"SHANGHAI – China’s “Two Sessions” – the annual gatherings of the National People’s Congress and the Chinese People’s Political Consultative Conference held every March – have always drawn global attention. But the meetings this year seemed particularly significant, owing not only to the country’s leadership transition, but also to its economic slowdown amid calls for deeper reform.",JSON,"['SHANGHAI – China’s “Two Sessions” – the annual gatherings of the National People’s Congress and the Chinese People’s Political Consultative Conference held every March – have always drawn global attention. But the meetings this year seemed particularly significant, owing not only to the country’s leadership transition, but also to its economic slowdown amid calls for deeper reform.']"
嗨，服務員，再來兩杯,"Hey, sir! Two more please!",JSON,"['Hey, sir! Two more please!']"
33. 部长们再次强调私运和贩卖人口及其他跨国犯罪威胁区域安全与繁荣。,"Ministers re-emphasised that people smuggling, trafficking in persons and other transnational crimes threatened regional security and prosperity.",JSON,"['Ministers re-emphasised that people smuggling, trafficking in persons and other transnational crimes threatened regional security and prosperity.']"
2007年1月1日至2008年6月30日中央应急基金的贷款 (美元),"Central Emergency Response Fund loans, 1 January 2007 to 30 June 2008",JSON,"['Central Emergency Response Fund loans, 1 January 2007 to 30\xa0June 2008']"
我会留着它的,- I'm keeping this.,JSON,"[""- I'm keeping this.""]"
-你得吃饭,- You're eating food.,JSON,"[""- You're eating food.""]"
目前，世行几乎一半的援助成员国战略都包括旨在促进两性平等的行动。,Close to one half of the Bank's assistance strategies for member States now include actions designed to promote gender equality.,JSON,"[""Close to one half of the Bank's assistance strategies for member States now include actions designed to promote gender equality.""]"
总之，与男女平等有关的问题正在多层面上得到讨论。,"Overall, issues relating to equality were being addressed at many levels.",JSON,"['Overall, issues relating to equality were being addressed at many levels.']"
预计非洲国家将努力在新伙伴关系基础上取得进一步的发展，并帮助加强它们同国际社会的伙伴关系，日本将于2003年10月举行第三次非洲发展东京国际会议。,"Anticipating that African countries will strive to make further progress in their development on the basis of NEPAD, and to help strengthen their partnership with the international community, Japan will convene the third Tokyo International Conference on African Development (TICAD III) in October 2003.",JSON,"['Anticipating that African countries will strive to make further progress in their development on the basis of NEPAD, and to help strengthen their partnership with the international community, Japan will convene the third Tokyo International Conference on African Development (TICAD III) in October 2003.']"
议定书尽快生效并得到普遍执行，是海事组织在推动打击国际恐怖主义方面的重大任务，海事组织《高级行动计划》几个计划产出都提到了这两项议定书的执行工作。,"Achieving their expeditious entry into force and global implementation is a major task for IMO in order to advance the fight against international terrorism, and their implementation is referenced in more than one planned output in the Organization's High-Level Action Plan.",JSON,"[""Achieving their expeditious entry into force and global implementation is a major task for IMO in order to advance the fight against international terrorism, and their implementation is referenced in more than one planned output in the Organization's High-Level Action Plan.""]"
你觉得这样来我的派对很酷吗？ 还打翻了我的乐队？,You think it's cool just to come into my party and beat up the band?,JSON,"[""You think it's cool just to come into my party and beat up the band?""]"
也许应该要求再提交一份特别报告，并且如有必要，撤消该组织的地位，这样做符合第1996/31号决议。,"The preference would have been to perhaps seek another special report, and should it be necessary, to withdraw the status of the organization, which would be in accordance with resolution 1996/31.",JSON,"['The preference would have been to perhaps seek another special report, and should it be necessary, to withdraw the status of the organization, which would be in accordance with resolution 1996/31.']"
在委员会审议项目期间发表的意见载于有关简要记录（A/C.6/58/SR.4和21）。,The views expressed during the Committee's consideration of the item are reflected in the relevant summary records (A/C.6/58/SR.4 and 21).,JSON,"[""The views expressed during the Committee's consideration of the item are reflected in the relevant summary records (A/C.6/58/SR.4 and 21).""]"
12 同上，第一节；又见A/Conf.164/37。,"12 Ibid., sect. I; see also A/CONF.164/37.",JSON,"['12 Ibid., sect. I; see also A/CONF.164/37.']"
26. 长期存在的问题和目前计划期间查明的日后挑战将继续存在并在今后四年期间与联合国有关。,The persistent problems and challenges of the future identified in the current plan period will continue to be both valid and relevant to the Organization over the next four-year period.,JSON,['The persistent problems and challenges of the future identified in the current plan period will continue to be both valid and relevant to the Organization over the next four-year period.']
一旦本会议着手开展实质性工作，我们将再次讨论这一问题，并阐述我们在这些项目上的立场。,We support the beginning of work on those too and we will take up the issue again and set out our position on these items as soon as the Conference embarks on its substantive work.,JSON,['We\xa0support the beginning of work on those too and we will take up the issue again and set out our position on these items as soon as the Conference embarks on its substantive work.']
决议草案十一以104票赞成、52票反对、15票弃权获得通过（第55/101号决议）。,"Draft resolution XI was adopted by 104 votes to 52, with 15 abstentions (resolution 55/101).",JSON,"['Draft resolution XI was adopted by 104 votes to 52, with 15 abstentions (resolution 55/101).']"
我妻子让别人进入我的卧室？,My own wife is giving out my garden robe?,JSON,['My own wife is giving out my garden robe?']
职员学院的新章程使它通过提供高质量的服务从其客户那里得到坚定的财政承诺，因此，由接受服务的联合国机构提供资金是合理的。,The Staff College's new statutes should allow it to obtain a firm financial commitment from its clients through the provision of high quality services; it was therefore reasonable that it should be funded by the United Nations bodies to which it provided services.,JSON,"[""The Staff College's new statutes should allow it to obtain a firm financial commitment from its clients through the provision of high quality services; it was therefore reasonable that it should be funded by the United Nations bodies to which it provided services.""]"
他的妻子和女儿持有可延续旅游者签证，有效期至2007年8月15日。,The wife and daughter held renewable visitor's visas valid until 15 August 2007.,JSON,"[""The wife and daughter held renewable visitor's visas valid until 15 August 2007.""]"
而且，有关裁决没有被宪法法院接受为宪法权利保护的主题事项，因为提交人没有满足《任择议定书》第五条第2款(乙)项规定的要求。,"Furthermore, the ruling on them had not been admitted as the subject of amparo before the Constitutional Court because the author had not fulfilled the requirement laid down in article 5, paragraph 2 (b), of the Protocol.",JSON,"['Furthermore, the ruling on them had not been admitted as the subject of amparo before the Constitutional Court because the author had not fulfilled the requirement laid down in article 5, paragraph 2 (b), of the Protocol.']"
关于“有效促进《在民族或族裔、宗教和语言上属于少数群体的人的权利宣言》”的决议草案(议程项目64(b)项下)的非正式协商(第三委员会)(由奥地利代表团召集),"Informal consultations on the draft resolution on “Effective Promotion of the Declaration on the Rights of Persons Belonging to National or Ethnic, Religious and Linguistic Minorities” (under agenda item 64 (b)) (Third Committee) (convened by the delegation of Austria)",JSON,"['Informal consultations on the draft resolution on “Effective Promotion of the Declaration on the Rights of Persons Belonging to National or Ethnic, Religious and Linguistic Minorities” (under agenda item 64 (b)) (Third Committee) (convened by the delegation of Austria)']"
(二) 关于本国卫星的声明,(ii) Declaration of national satellites,JSON,['(ii) Declaration of national satellites']
分庭还确认了起诉书，发出了相关的命令，并且主持了检察官诉Augustin Bizimungu（ICTR-2000-56-I）、检察官诉Jean Baptiste Gatete（ICTR-2000-61-I）、检察官诉Hategekimana（ICTR-2000-55）的初次应诉。,"In addition, the Chamber has confirmed indictments, issued related orders and presided over initial appearances in the matter of Prosecutor v. Augustin Bizimungu (ICTR-2000-56-I), Prosecutor v. Jean Baptiste Gatete (ICTR-2000-61-I) and Prosecutor v. Hategekimana (ICTR-2000-55).",JSON,"['In addition, the Chamber has confirmed indictments, issued related orders and presided over initial appearances in the matter of Prosecutor v. Augustin Bizimungu (ICTR-2000-56-I), Prosecutor v. Jean Baptiste Gatete (ICTR-2000-61-I) and Prosecutor v. Hategekimana (ICTR-2000-55).']"
保列洛先生（乌拉圭）（以西班牙语发言）：世界所有区域都必须关心影响非洲大陆的严重问题。,Mr. Paolillo (Uruguay) (spoke in Spanish): The serious problems affecting the African continent must be a matter of concern for all regions of the world.,JSON,['Mr. Paolillo (Uruguay) (spoke in Spanish): The serious problems affecting the African continent must be a matter of concern for all regions of the world.']
"- 什么有""E",- Is what with an...,JSON,['- Is what with an...']
我们殷切等待着在波斯尼亚和黑塞哥维那的特别审判庭的工作的开始：除已经存在起诉书的第11之2条之外，还有许多其他嫌疑人的档案，载有审判他们的充分证据。,"We eagerly await the beginning of work by the Special Chamber in Bosnia and Herzegovina: beyond the 11-bis cases — on which indictments exist — there are many other files on suspects, containing sufficient evidence to bring them to trial.",JSON,"['We eagerly await the beginning of work by the Special Chamber in Bosnia and Herzegovina: beyond the 11-bis cases — on which indictments exist — there are many other files on suspects, containing sufficient evidence to bring them to trial.']"
F. 审议其他事项,Consideration of other matters,JSON,['Consideration of other matters']
那么，你有一个选择咖啡厅洛丽塔，或龙舌兰酒，或上流社会薄荷。,"Well, you have a choice of Café Lolita, or tequila, or crème de menthe.",JSON,"['Well, you have a choice of Café Lolita, or tequila, or crème de menthe.']"
新方案努力巩固在欧洲已取得的进展，并通过与儿童基金会区域办事处的密切合作，促进在其他区域的合作伙伴关系进程。,The new programme aims to consolidate progress achieved in Europe and to advance the partnership process in other regions through close collaboration with UNICEF regional offices.,JSON,['The new programme aims to consolidate progress achieved in Europe and to advance the partnership process in other regions through close collaboration with UNICEF regional offices.']
销售中！,On sale !,JSON,['On sale !']
- 查谟和克什米尔人权理事会参与协助那些为了逃离印度和巴基斯坦行政当局而流落在大约19个国家的克什米尔人，其中大多数为年轻人。,"- JKCHR is involved in assisting the Kashmiris, mostly the youth, fleeing from the Indian and Pakistani administrations, in about 19 countries.",JSON,"['- JKCHR is involved in assisting the Kashmiris, mostly the youth, fleeing from the Indian and Pakistani administrations, in about 19 countries.']"
那么，我们为什么会处于今天这种困境的呢？,Why then are we in this predicament today?,JSON,['Why then are we in this predicament today?']
除了站不住脚，这种做法试图掩盖发达国家对南方国家长期欠发达的状况应负的责任。,"Apart from being untenable, this approach attempts to conceal the responsibilities of developed countries for the chronic underdevelopment of countries of the South.",JSON,"['Apart from being untenable, this approach attempts to conceal the responsibilities of developed countries for the chronic underdevelopment of countries of the South.']"
谢谢你，乔尔。,"Thank you,Joel.",JSON,"['Thank you,Joel.']"
未正式宣布?,Undeclared?,JSON,['Undeclared?']
没有联合国的承诺，在萨尔瓦多、东帝汶和科索沃恢复和平与公正本来是不可能的。,"The restoration of peace and justice in El Salvador, Timor-Leste and Kosovo would not have been possible without the commitment of the United Nations.",JSON,"['The restoration of peace and justice in El Salvador, Timor-Leste and Kosovo would not have been possible without the commitment of the United Nations.']"
你找到绿壳龟了,Freddy! Look what you found.,JSON,['Freddy! Look what you found.']
“RSK” 塞族克拉伊纳共和国,“RSK” Republic of Serbian Krajina,JSON,['“RSK” Republic of Serbian Krajina']
然而委员会在个别组织的报告中强调了一些令人关切的问题：向执行伙伴提供的预付款和现金支助尚未结账的问题、项目审计员的职权范围问题、国家办公室对项目审计员的审计结果采取的后续行动、项目审计员有保留的审计意见数量化问题。,"Some matters of concern have, however, been emphasized in the reports on individual organizations regarding outstanding advances and cash assistance provided to implementing partners, terms of reference for project auditors, country office follow-up action of project auditors' findings, and the quantification of qualified audit opinions of project auditors.",JSON,"[""Some matters of concern have, however, been emphasized in the reports on individual organizations regarding outstanding advances and cash assistance provided to implementing partners, terms of reference for project auditors, country office follow-up action of project auditors' findings, and the quantification of qualified audit opinions of project auditors.""]"
Take my heart and please don't break it,Take my heart and please don't break it,JSON,"[""Take my heart and please don't break it""]"
2008年10月29日星期三，上午10:00至11:30，会议室B。,"Wednesday, 29 October 2008, from 10 to 11.30 a.m. in Conference Room B.",JSON,"['Wednesday, 29 October 2008, from 10 to 11.30 a.m. in Conference Room B.']"
21. 用来评估这一批索赔的法律框架以及核实和估价方法与早先几批“E4”类索赔所用的法律框架及核实和估价方法相同。,The legal framework and the verification and valuation methodology applied to the evaluation of the claims in this instalment are the same as that used in earlier “E4” instalments.,JSON,['The legal framework and the verification and valuation methodology applied to the evaluation of the claims in this instalment are the same as that used in earlier “E4” instalments.']
尽管遭遇重大挫折，但还是取得了一些进展，并且为支持战略执行工作而调集了6 000多万美元。,"Despite major setbacks, some progress has been achieved and more than $60 million has been mobilized in support of its implementation.",JSON,"['Despite major setbacks, some progress has been achieved and more than $60 million has been mobilized in support of its implementation.']"
在这个问题上，马里希望得到联合国，特别是通过联合国工业发展组织（工发组织）提供的援助；这种援助将采取开发计划署进一步参与可持续发展的形式，提高捐助方和发展伙伴的认识，以鼓励它们更加充分地参与发展方案的筹资活动；加速筹集资金的进程以便执行综合发展方案。,"Mali would like to receive United Nations assistance, especially through the United Nations Industrial Development Organization (UNIDO); such assistance could take the form of intensification of UNDP participation in sustainable development activities, raising awareness of donors and development partners to encourage them to participate more fully in the financing of development programmes and increasing the pace of mobilization of resources for the implementation of the integrated development programme.",JSON,"['Mali would like to receive United Nations assistance, especially through the United Nations Industrial Development Organization (UNIDO); such assistance could take the form of intensification of UNDP participation in sustainable development activities, raising awareness of donors and development partners to encourage them to participate more fully in the financing of development programmes and increasing the pace of mobilization of resources for the implementation of the integrated development programme.']"
希腊指出，穆斯林公民享有优惠待遇是困扰宗教自由的一大障碍，并询问巴基斯坦打算如何有效保护并满足非穆斯林公民不受限制地行使宗教自由的权利，它建议巴基斯坦能采取这些举措。,Greece stated that the preferential treatment accorded to Muslim citizens presents a major impediment to freedom of religion and asked how Pakistan intends to effectively protect and satisfy the unimpeded exercise of freedom of religion of non-Muslim citizens and recommended Pakistan to do so.,JSON,['Greece stated that the preferential treatment accorded to Muslim citizens presents a major impediment to freedom of religion and asked how Pakistan intends to effectively protect and satisfy the unimpeded exercise of freedom of religion of non-Muslim citizens and recommended Pakistan to do so.']
情况非常不好让你流血,"The circus is as a drug. If enter in your blood, it is arrested.",JSON,"['The circus is as a drug. If enter in your blood, it is arrested.']"
39. 在同一天举行的第61次会议上，美利坚合众国代表口头提议修正决定草案，在原第3段后面新增加一段，并修改第9段。,"At the 61st meeting, on the same day, the representative of the United States of America orally proposed to amend the draft decision by adding a new paragraph after the current paragraph 3 and by modifying paragraph 9.",JSON,"['At the 61st meeting, on the same day, the representative of the United\xa0States of America orally proposed to amend the draft decision by adding a new paragraph after the current paragraph 3 and by modifying paragraph 9.']"
还有 NASA,"This fucking sucks. And NASA,",JSON,"['This fucking sucks. And NASA,']"
我早上说有下文了,I said it's all sex,JSON,"[""I said it's all sex""]"
• 国内法在这方面的障碍和为克服这些障碍而采取的步骤。,• any impediments under your domestic law in this context and steps taken to address them.,JSON,['• any impediments under your domestic law in this context and steps taken to address them.']
我厌倦了因为钻矮子的门口 而把自己手肘弄得青一块紫一块,Tired and scared with black and blue marks on my elbows from trying to fit through all these tiny elf doorways.,JSON,['Tired and scared with black and blue marks on my elbows from trying to fit through all these tiny elf doorways.']
加强保护救济工作者的措施，在机构间系统之内以及在会员国都应进一步加强。,Measures for enhanced protection of relief workers should be further strengthened both from within the inter-agency system and by Member States.,JSON,['Measures for enhanced protection of relief workers should be further strengthened both from within the inter-agency system and by Member States.']
- 亲爱的，给我留一个，好吗？,"Come here. Hey, hon, save me one, okay?",JSON,"['Come here. Hey, hon, save me one, okay?']"
(d) 冻结在本国境内被第1737（2006）号决议附件指认的人或实体，以及安全理事会或委员会指认的其他从事、直接参加或支持伊朗扩散敏感核活动的人或实体所拥有或控制的资金、其他金融资产和经济资源；,"(d) It freezes the funds, other financial assets and economic resources which are on its territories that are owned or controlled by the persons or entities designated in the annex to resolution 1737 (2006), as well as those of additional persons or entities designated by the Security Council or by the Committee as being engaged in, directly associated with or providing support for Iran's proliferation sensitive nuclear activities;",JSON,"[""(d) It freezes the funds, other financial assets and economic resources which are on its territories that are owned or controlled by the persons or entities designated in the annex to resolution 1737 (2006), as well as those of additional persons or entities designated by the Security Council or by the Committee as being engaged in, directly associated with or providing support for Iran's proliferation sensitive nuclear activities;""]"
在1960年，SETI的Frank Drake进行了第一次对两颗恒星的观测 对象是鲸鱼座T星和波江座天苑四星， 这场观测大约进行了150小时。,"And in 1960, Frank Drake conducted the first SETI observation looking at two stars, Tau Ceti and Epsilon Eridani, for about 150 hours.",JSON,"['And in 1960, Frank Drake conducted the first SETI observation looking at two stars, Tau Ceti and Epsilon Eridani, for about 150 hours.']"
危地马拉人民选出了总统和副总统，113名国会议员，330名市长和参加中美洲议会的20名代表。,"Guatemalans voted for President and Vice-President, 113 members of Congress, 330 mayors and 20 delegates to the Central American Parliament.",JSON,"['Guatemalans voted for President and Vice-President, 113 members of Congress, 330 mayors and 20 delegates to the Central American Parliament.']"
"在那之后, 你都可以忘了埃维尔·克尼维尔.","After that, you could forget about Evel Knievel.",JSON,"['After that, you could forget about Evel Knievel.']"
14. 委员会认为，有关第一项《任择议定书》规定的必要程序的保留意见不符合其目的和目标。,The Committee considers that reservations relating to the required procedures under the first Optional Protocol would not be compatible with its object and purpose.,JSON,['The Committee considers that reservations relating to the required procedures under the first Optional Protocol would not be compatible with its object and purpose.']
成员国提交的资料已经在编写本报告过程中得到采用。,The information submitted by the Member States has been used in the preparation of the present report.,JSON,['The information submitted by the Member States has been used in the preparation of the present report.']
"为此目的，应该象《宪章》中所设想的那样,使布雷顿森林机构和世界贸易组织与联合国建立密切的工作关系。","To that end, the Bretton Woods institutions and the World Trade Organization should be brought into a close working relationship with the United Nations, as envisaged in the Charter.",JSON,"['To that end, the Bretton Woods institutions and the World Trade Organization should be brought into a close working relationship with the United Nations, as envisaged in the Charter.']"
那一刻 狗幻化成 爱与善的佛,"And at that moment, the dog transformed into the Buddha of love and kindness.",JSON,"['And at that moment, the dog transformed into the Buddha of love and kindness.']"
"914. National称它重新履行了结关手续因此要求赔偿1991年1月10日至8月23日由海关当局征收的费用9,875伊拉克第纳尔(31,688美元)。","National stated that it renewed its customs clearances and accordingly seeks compensation for charges levied by the customs authorities for these clearances, in the amount of IQD 9,875 (USD 31,688), for the period between 10 January and 23 August 1991.",JSON,"['National stated that it renewed its customs clearances and accordingly seeks compensation for charges levied by the customs authorities for these clearances, in the amount of IQD 9,875 (USD 31,688), for the period between 10 January and 23 August 1991.']"
